"Age";"IDs";"ITC";"ITD";"";""
143;5775;140,003705701809;2,96747638278489;5,93926206457486;225,620951193553
144;5775;142,971182084594;2,96747638278489;5,93408082415104;231,555032017704
145;5775;145,938658467378;2,96747638278489;5,9390868163828;237,494118834086
146;5775;148,906134850163;2,96747638278489;5,93411557712572;243,428234411212
147;5775;151,873611232948;2,96747638278489;5,93892526497103;249,367159676183
148;5775;154,841087615733;2,96747638278489;5,93414766598501;255,301307342168
149;5775;157,808563998518;2,96747638278489;5,93877586499101;261,240083207159
150;5775;160,776040381303;2,96747638278489;5,93417738576163;267,174260592921
151;5775;163,743516764088;2,96747638278489;5,93863729514146;273,112897888062
152;5775;166,710993146873;2,96747638278489;5,9342049894754;279,047102877538
153;5775;169,678469529658;2,96747638278489;5,9385084189851;284,985611296523
154;5775;172,645945912443;2,96747638278489;5,93423069535442;290,919841991877
155;5775;175,613422295227;2,96747638278489;5,93838825371074;296,858230245588
156;5775;178,580898678012;2,96747638278489;5,93425469261647;302,792484938204
157;5775;181,548375060797;2,96747638278489;5,93827594502257;308,730760883227
158;5775;184,515851443582;2,96747638278489;5,93427714613454;314,665038029361
159;5775;187,483327826367;2,96747638278489;5,93817074679874;320,60320877616
160;5775;190,450804209152;2,96747638278489;5,93429820023012;326,53750697639
161;5775;193,418280591937;2,96747638278489;5,93807200449509;332,475578980885
162;5775;196,385756974722;2,96747638278489;5,9343179817786;338,409896962664
163;5775;199,353233357507;2,96747638278489;5,93797914151326;344,347876104177
164;5775;202,320709740291;2,96747638278489;5,93433660276813;350,282212706945
165;5775;205,288186123076;2,96747638278489;5,93789164793356;356,220104354879
166;5775;208,255662505861;2,96747638278489;5,93435416242091;362,1544585173
167;5775;211,223138888646;2,96747638278489;5,93780907114721;368,092267588447
168;5775;214,190615271431;2,96747638278489;5,93437074896188;374,026638337409
169;5775;217,158091654216;2,96747638278489;5,93773100802482;379,964369345434
170;5775;220,125568037001;2,96747638278489;5,93438644110117;385,898755786535
171;5775;223,093044419786;2,96747638278489;5,93765709833487;391,83641288487
172;5775;226,060520802571;2,96747638278489;5,9344013092832;397,770814194153
173;5775;229,027997185355;2,96747638278489;5,93758701918551;403,708401213339
174;5775;231,99547356814;2,96747638278489;5,93441541674384;409,642816630082
175;5775;234,962949950925;2,96747638278489;5,9375204803087;415,580337110391
